Unnamed: 0,drug_a_name,drug_b_name,cell,synergy,drug1_db,drug2_db,synergistic
DEXAMETHASONE_LAPATINIB_NCIH460,DEXAMETHASONE,LAPATINIB,17,-16.75533239,5,1,0
DEXAMETHASONE_LAPATINIB_NCIH520,DEXAMETHASONE,LAPATINIB,4,3.779415388,5,1,1
DEXAMETHASONE_LAPATINIB_OV90,DEXAMETHASONE,LAPATINIB,8,-17.45420697,5,1,0
DEXAMETHASONE_LAPATINIB_RKO,DEXAMETHASONE,LAPATINIB,2,-10.0183544,5,1,0
DEXAMETHASONE_LAPATINIB_RPMI7951,DEXAMETHASONE,LAPATINIB,1,-42.24253708,5,1,0
DEXAMETHASONE_LAPATINIB_SKMEL30,DEXAMETHASONE,LAPATINIB,25,-4.610490963,5,1,0
DEXAMETHASONE_LAPATINIB_SKMES1,DEXAMETHASONE,LAPATINIB,22,15.56425173,5,1,1
DEXAMETHASONE_LAPATINIB_SKOV3,DEXAMETHASONE,LAPATINIB,26,42.19924568,5,1,1
DEXAMETHASONE_LAPATINIB_SW620,DEXAMETHASONE,LAPATINIB,10,-4.669340809,5,1,0
DEXAMETHASONE_LAPATINIB_SW837,DEXAMETHASONE,LAPATINIB,18,14.40738265,5,1,1
DEXAMETHASONE_LAPATINIB_T47D,DEXAMETHASONE,LAPATINIB,11,-44.21924557,5,1,0
DEXAMETHASONE_LAPATINIB_UACC62,DEXAMETHASONE,LAPATINIB,19,-6.612425733,5,1,0
DEXAMETHASONE_LAPATINIB_VCAP,DEXAMETHASONE,LAPATINIB,7,-29.52280562,5,1,0
DEXAMETHASONE_LAPATINIB_ZR751,DEXAMETHASONE,LAPATINIB,6,34.22696236,5,1,1
DEXAMETHASONE_SORAFENIB_A2058,DEXAMETHASONE,SORAFENIB,9,11.61901571,5,13,1
DEXAMETHASONE_SORAFENIB_A2780,DEXAMETHASONE,SORAFENIB,27,-0.5703148,5,13,0
DEXAMETHASONE_SORAFENIB_A375,DEXAMETHASONE,SORAFENIB,20,15.86655273,5,13,1
DEXAMETHASONE_SORAFENIB_CAOV3,DEXAMETHASONE,SORAFENIB,14,24.47714374,5,13,1
DEXAMETHASONE_SORAFENIB_DLD1,DEXAMETHASONE,SORAFENIB,23,14.05008888,5,13,1
DEXAMETHASONE_SORAFENIB_ES2,DEXAMETHASONE,SORAFENIB,3,5.951390891,5,13,1
DEXAMETHASONE_SORAFENIB_HCT116,DEXAMETHASONE,SORAFENIB,28,6.525992777,5,13,1
DEXAMETHASONE_SORAFENIB_HT144,DEXAMETHASONE,SORAFENIB,5,-0.354756851,5,13,0
DEXAMETHASONE_SORAFENIB_HT29,DEXAMETHASONE,SORAFENIB,0,4.298111837,5,13,1
DEXAMETHASONE_SORAFENIB_KPL1,DEXAMETHASONE,SORAFENIB,21,7.102119068,5,13,1
DEXAMETHASONE_SORAFENIB_LOVO,DEXAMETHASONE,SORAFENIB,13,5.380538143,5,13,1
DEXAMETHASONE_SORAFENIB_MDAMB436,DEXAMETHASONE,SORAFENIB,16,1.852874089,5,13,1
DEXAMETHASONE_SORAFENIB_NCIH1650,DEXAMETHASONE,SORAFENIB,15,4.103591518,5,13,1
DEXAMETHASONE_SORAFENIB_NCIH2122,DEXAMETHASONE,SORAFENIB,24,3.444270173,5,13,1
DEXAMETHASONE_SORAFENIB_NCIH23,DEXAMETHASONE,SORAFENIB,12,7.666184065,5,13,1
DEXAMETHASONE_SORAFENIB_NCIH460,DEXAMETHASONE,SORAFENIB,17,10.88632389,5,13,1
DEXAMETHASONE_SORAFENIB_NCIH520,DEXAMETHASONE,SORAFENIB,4,10.80175484,5,13,1
DEXAMETHASONE_SORAFENIB_OV90,DEXAMETHASONE,SORAFENIB,8,2.447515705,5,13,1
DEXAMETHASONE_SORAFENIB_RKO,DEXAMETHASONE,SORAFENIB,2,4.956578164,5,13,1
DEXAMETHASONE_SORAFENIB_RPMI7951,DEXAMETHASONE,SORAFENIB,1,-0.696006645,5,13,0
DEXAMETHASONE_SORAFENIB_SKMEL30,DEXAMETHASONE,SORAFENIB,25,8.158212698,5,13,1
DEXAMETHASONE_SORAFENIB_SKMES1,DEXAMETHASONE,SORAFENIB,22,11.10224155,5,13,1
DEXAMETHASONE_SORAFENIB_SKOV3,DEXAMETHASONE,SORAFENIB,26,10.19483598,5,13,1
DEXAMETHASONE_SORAFENIB_SW620,DEXAMETHASONE,SORAFENIB,10,4.937039033,5,13,1
DEXAMETHASONE_SORAFENIB_SW837,DEXAMETHASONE,SORAFENIB,18,0.377026601,5,13,1
DEXAMETHASONE_SORAFENIB_T47D,DEXAMETHASONE,SORAFENIB,11,9.223386018,5,13,1
DEXAMETHASONE_SORAFENIB_UACC62,DEXAMETHASONE,SORAFENIB,19,9.746837644,5,13,1
DEXAMETHASONE_SORAFENIB_VCAP,DEXAMETHASONE,SORAFENIB,7,-10.39016133,5,13,0
DEXAMETHASONE_SORAFENIB_ZR751,DEXAMETHASONE,SORAFENIB,6,-17.40228488,5,13,0
DEXAMETHASONE_SUNITINIB_A2058,DEXAMETHASONE,SUNITINIB,9,9.02650146,5,19,1
DEXAMETHASONE_SUNITINIB_A2780,DEXAMETHASONE,SUNITINIB,27,0.654091661,5,19,1
DEXAMETHASONE_SUNITINIB_A375,DEXAMETHASONE,SUNITINIB,20,20.16357105,5,19,1
DEXAMETHASONE_SUNITINIB_CAOV3,DEXAMETHASONE,SUNITINIB,14,14.28566063,5,19,1
DEXAMETHASONE_SUNITINIB_DLD1,DEXAMETHASONE,SUNITINIB,23,12.51366088,5,19,1
DEXAMETHASONE_SUNITINIB_ES2,DEXAMETHASONE,SUNITINIB,3,4.200423137,5,19,1
DEXAMETHASONE_SUNITINIB_HCT116,DEXAMETHASONE,SUNITINIB,28,7.722811564,5,19,1
DEXAMETHASONE_SUNITINIB_HT144,DEXAMETHASONE,SUNITINIB,5,0.881583908,5,19,1
DEXAMETHASONE_SUNITINIB_HT29,DEXAMETHASONE,SUNITINIB,0,9.398603455,5,19,1
DEXAMETHASONE_SUNITINIB_KPL1,DEXAMETHASONE,SUNITINIB,21,22.5183179,5,19,1
DEXAMETHASONE_SUNITINIB_LOVO,DEXAMETHASONE,SUNITINIB,13,10.87418112,5,19,1
DEXAMETHASONE_SUNITINIB_MDAMB436,DEXAMETHASONE,SUNITINIB,16,3.613653009,5,19,1
DEXAMETHASONE_SUNITINIB_NCIH1650,DEXAMETHASONE,SUNITINIB,15,16.64263172,5,19,1
DEXAMETHASONE_SUNITINIB_NCIH2122,DEXAMETHASONE,SUNITINIB,24,14.80396177,5,19,1
DEXAMETHASONE_SUNITINIB_NCIH23,DEXAMETHASONE,SUNITINIB,12,7.642834623,5,19,1
DEXAMETHASONE_SUNITINIB_NCIH460,DEXAMETHASONE,SUNITINIB,17,6.538523478,5,19,1
DEXAMETHASONE_SUNITINIB_NCIH520,DEXAMETHASONE,SUNITINIB,4,13.9395735,5,19,1
DEXAMETHASONE_SUNITINIB_OV90,DEXAMETHASONE,SUNITINIB,8,5.995643696,5,19,1
DEXAMETHASONE_SUNITINIB_RKO,DEXAMETHASONE,SUNITINIB,2,5.347746375,5,19,1
DEXAMETHASONE_SUNITINIB_RPMI7951,DEXAMETHASONE,SUNITINIB,1,-6.838311808,5,19,0
DEXAMETHASONE_SUNITINIB_SKMEL30,DEXAMETHASONE,SUNITINIB,25,8.352167866,5,19,1
DEXAMETHASONE_SUNITINIB_SKMES1,DEXAMETHASONE,SUNITINIB,22,33.92197951,5,19,1
DEXAMETHASONE_SUNITINIB_SKOV3,DEXAMETHASONE,SUNITINIB,26,27.84233779,5,19,1
DEXAMETHASONE_SUNITINIB_SW620,DEXAMETHASONE,SUNITINIB,10,3.773114349,5,19,1
DEXAMETHASONE_SUNITINIB_SW837,DEXAMETHASONE,SUNITINIB,18,-1.857958757,5,19,0
DEXAMETHASONE_SUNITINIB_T47D,DEXAMETHASONE,SUNITINIB,11,0.642971401,5,19,1
DEXAMETHASONE_SUNITINIB_UACC62,DEXAMETHASONE,SUNITINIB,19,17.22275819,5,19,1
DEXAMETHASONE_SUNITINIB_VCAP,DEXAMETHASONE,SUNITINIB,7,3.404617819,5,19,1
DEXAMETHASONE_SUNITINIB_ZR751,DEXAMETHASONE,SUNITINIB,6,8.944344075,5,19,1
DEXAMETHASONE_ZOLINZA_A2058,DEXAMETHASONE,ZOLINZA,9,-12.44071418,5,20,0
DEXAMETHASONE_ZOLINZA_A2780,DEXAMETHASONE,ZOLINZA,27,5.659934802,5,20,1
DEXAMETHASONE_ZOLINZA_A375,DEXAMETHASONE,ZOLINZA,20,10.96468678,5,20,1
DEXAMETHASONE_ZOLINZA_CAOV3,DEXAMETHASONE,ZOLINZA,14,21.11872937,5,20,1
DEXAMETHASONE_ZOLINZA_DLD1,DEXAMETHASONE,ZOLINZA,23,13.77443149,5,20,1
DEXAMETHASONE_ZOLINZA_ES2,DEXAMETHASONE,ZOLINZA,3,-3.740107406,5,20,0
DEXAMETHASONE_ZOLINZA_HCT116,DEXAMETHASONE,ZOLINZA,28,3.345527975,5,20,1
DEXAMETHASONE_ZOLINZA_HT144,DEXAMETHASONE,ZOLINZA,5,-7.229792766,5,20,0
DEXAMETHASONE_ZOLINZA_HT29,DEXAMETHASONE,ZOLINZA,0,14.43658235,5,20,1
DEXAMETHASONE_ZOLINZA_KPL1,DEXAMETHASONE,ZOLINZA,21,4.880187169,5,20,1
DEXAMETHASONE_ZOLINZA_LOVO,DEXAMETHASONE,ZOLINZA,13,15.14782236,5,20,1
DEXAMETHASONE_ZOLINZA_MDAMB436,DEXAMETHASONE,ZOLINZA,16,1.586979604,5,20,1
DEXAMETHASONE_ZOLINZA_NCIH1650,DEXAMETHASONE,ZOLINZA,15,14.9523124,5,20,1
DEXAMETHASONE_ZOLINZA_NCIH2122,DEXAMETHASONE,ZOLINZA,24,4.983586636,5,20,1
DEXAMETHASONE_ZOLINZA_NCIH23,DEXAMETHASONE,ZOLINZA,12,3.372589408,5,20,1
DEXAMETHASONE_ZOLINZA_NCIH460,DEXAMETHASONE,ZOLINZA,17,6.119034351,5,20,1
DEXAMETHASONE_ZOLINZA_NCIH520,DEXAMETHASONE,ZOLINZA,4,2.108457821,5,20,1
DEXAMETHASONE_ZOLINZA_OV90,DEXAMETHASONE,ZOLINZA,8,3.628838738,5,20,1
DEXAMETHASONE_ZOLINZA_RKO,DEXAMETHASONE,ZOLINZA,2,10.74608128,5,20,1
DEXAMETHASONE_ZOLINZA_RPMI7951,DEXAMETHASONE,ZOLINZA,1,-11.631194,5,20,0
DEXAMETHASONE_ZOLINZA_SKMEL30,DEXAMETHASONE,ZOLINZA,25,14.53281206,5,20,1
DEXAMETHASONE_ZOLINZA_SKMES1,DEXAMETHASONE,ZOLINZA,22,9.333971043,5,20,1
DEXAMETHASONE_ZOLINZA_SKOV3,DEXAMETHASONE,ZOLINZA,26,9.380735959,5,20,1
DEXAMETHASONE_ZOLINZA_SW620,DEXAMETHASONE,ZOLINZA,10,8.657860878,5,20,1
DEXAMETHASONE_ZOLINZA_SW837,DEXAMETHASONE,ZOLINZA,18,2.546548673,5,20,1
DEXAMETHASONE_ZOLINZA_T47D,DEXAMETHASONE,ZOLINZA,11,-2.057246501,5,20,0
DEXAMETHASONE_ZOLINZA_UACC62,DEXAMETHASONE,ZOLINZA,19,12.22720811,5,20,1
DEXAMETHASONE_ZOLINZA_VCAP,DEXAMETHASONE,ZOLINZA,7,6.495242192,5,20,1
DEXAMETHASONE_ZOLINZA_ZR751,DEXAMETHASONE,ZOLINZA,6,5.571742766,5,20,1
DOXORUBICIN_ABT-888_A2058,DOXORUBICIN,ABT-888,9,-7.85025899,8,18,0
DOXORUBICIN_ABT-888_A2780,DOXORUBICIN,ABT-888,27,10.10585397,8,18,1
DOXORUBICIN_ABT-888_A375,DOXORUBICIN,ABT-888,20,8.469819782,8,18,1
DOXORUBICIN_ABT-888_CAOV3,DOXORUBICIN,ABT-888,14,9.125581064,8,18,1
DOXORUBICIN_ABT-888_DLD1,DOXORUBICIN,ABT-888,23,-3.363130747,8,18,0
DOXORUBICIN_ABT-888_ES2,DOXORUBICIN,ABT-888,3,12.82547444,8,18,1
DOXORUBICIN_ABT-888_HCT116,DOXORUBICIN,ABT-888,28,5.968013828,8,18,1
DOXORUBICIN_ABT-888_HT144,DOXORUBICIN,ABT-888,5,6.432351526,8,18,1
DOXORUBICIN_ABT-888_HT29,DOXORUBICIN,ABT-888,0,9.970970163,8,18,1
DOXORUBICIN_ABT-888_KPL1,DOXORUBICIN,ABT-888,21,-2.153656109,8,18,0
DOXORUBICIN_ABT-888_LOVO,DOXORUBICIN,ABT-888,13,4.940928364,8,18,1
DOXORUBICIN_ABT-888_MDAMB436,DOXORUBICIN,ABT-888,16,0.36798677,8,18,1
DOXORUBICIN_ABT-888_NCIH1650,DOXORUBICIN,ABT-888,15,0.089067532,8,18,1
DOXORUBICIN_ABT-888_NCIH2122,DOXORUBICIN,ABT-888,24,-6.20889926,8,18,0
DOXORUBICIN_ABT-888_NCIH23,DOXORUBICIN,ABT-888,12,-1.066014263,8,18,0
DOXORUBICIN_ABT-888_NCIH460,DOXORUBICIN,ABT-888,17,4.515507694,8,18,1
DOXORUBICIN_ABT-888_NCIH520,DOXORUBICIN,ABT-888,4,-3.710738903,8,18,0
DOXORUBICIN_ABT-888_OV90,DOXORUBICIN,ABT-888,8,-6.707802018,8,18,0
DOXORUBICIN_ABT-888_RKO,DOXORUBICIN,ABT-888,2,1.889029763,8,18,1
DOXORUBICIN_ABT-888_RPMI7951,DOXORUBICIN,ABT-888,1,0.648999084,8,18,1
DOXORUBICIN_ABT-888_SKMEL30,DOXORUBICIN,ABT-888,25,-16.76489181,8,18,0
DOXORUBICIN_ABT-888_SKMES1,DOXORUBICIN,ABT-888,22,7.406824616,8,18,1
DOXORUBICIN_ABT-888_SKOV3,DOXORUBICIN,ABT-888,26,6.550595161,8,18,1
DOXORUBICIN_ABT-888_SW620,DOXORUBICIN,ABT-888,10,6.146685907,8,18,1
DOXORUBICIN_ABT-888_SW837,DOXORUBICIN,ABT-888,18,-5.478968633,8,18,0
DOXORUBICIN_ABT-888_T47D,DOXORUBICIN,ABT-888,11,18.45688891,8,18,1
DOXORUBICIN_ABT-888_UACC62,DOXORUBICIN,ABT-888,19,9.302015775,8,18,1
DOXORUBICIN_ABT-888_VCAP,DOXORUBICIN,ABT-888,7,6.465862889,8,18,1
DOXORUBICIN_ABT-888_ZR751,DOXORUBICIN,ABT-888,6,0.832933291,8,18,1
DOXORUBICIN_BORTEZOMIB_A2058,DOXORUBICIN,BORTEZOMIB,9,-6.710785962,8,16,0
DOXORUBICIN_BORTEZOMIB_A2780,DOXORUBICIN,BORTEZOMIB,27,-2.726155185,8,16,0
DOXORUBICIN_BORTEZOMIB_A375,DOXORUBICIN,BORTEZOMIB,20,-12.52496679,8,16,0
DOXORUBICIN_BORTEZOMIB_CAOV3,DOXORUBICIN,BORTEZOMIB,14,-15.85211812,8,16,0
DOXORUBICIN_BORTEZOMIB_DLD1,DOXORUBICIN,BORTEZOMIB,23,-0.059756192,8,16,0
DOXORUBICIN_BORTEZOMIB_ES2,DOXORUBICIN,BORTEZOMIB,3,-29.20215971,8,16,0
DOXORUBICIN_BORTEZOMIB_HCT116,DOXORUBICIN,BORTEZOMIB,28,-5.662637467,8,16,0
DOXORUBICIN_BORTEZOMIB_HT144,DOXORUBICIN,BORTEZOMIB,5,-11.24310517,8,16,0
DOXORUBICIN_BORTEZOMIB_HT29,DOXORUBICIN,BORTEZOMIB,0,-15.48976013,8,16,0
DOXORUBICIN_BORTEZOMIB_KPL1,DOXORUBICIN,BORTEZOMIB,21,-5.242772252,8,16,0
DOXORUBICIN_BORTEZOMIB_LOVO,DOXORUBICIN,BORTEZOMIB,13,3.783414197,8,16,1
DOXORUBICIN_BORTEZOMIB_MDAMB436,DOXORUBICIN,BORTEZOMIB,16,-5.178433721,8,16,0
DOXORUBICIN_BORTEZOMIB_NCIH1650,DOXORUBICIN,BORTEZOMIB,15,-23.04617464,8,16,0
DOXORUBICIN_BORTEZOMIB_NCIH2122,DOXORUBICIN,BORTEZOMIB,24,-24.85599185,8,16,0
DOXORUBICIN_BORTEZOMIB_NCIH23,DOXORUBICIN,BORTEZOMIB,12,-12.7654294,8,16,0
DOXORUBICIN_BORTEZOMIB_NCIH460,DOXORUBICIN,BORTEZOMIB,17,-6.493141965,8,16,0
DOXORUBICIN_BORTEZOMIB_NCIH520,DOXORUBICIN,BORTEZOMIB,4,-34.04301459,8,16,0
DOXORUBICIN_BORTEZOMIB_OV90,DOXORUBICIN,BORTEZOMIB,8,-24.81815616,8,16,0
DOXORUBICIN_BORTEZOMIB_RKO,DOXORUBICIN,BORTEZOMIB,2,-8.243010769,8,16,0
DOXORUBICIN_BORTEZOMIB_RPMI7951,DOXORUBICIN,BORTEZOMIB,1,-11.75971147,8,16,0
DOXORUBICIN_BORTEZOMIB_SKMEL30,DOXORUBICIN,BORTEZOMIB,25,-13.39101488,8,16,0
DOXORUBICIN_BORTEZOMIB_SKMES1,DOXORUBICIN,BORTEZOMIB,22,-19.80912814,8,16,0
DOXORUBICIN_BORTEZOMIB_SKOV3,DOXORUBICIN,BORTEZOMIB,26,-19.96631996,8,16,0
DOXORUBICIN_BORTEZOMIB_SW620,DOXORUBICIN,BORTEZOMIB,10,1.733038323,8,16,1
DOXORUBICIN_BORTEZOMIB_SW837,DOXORUBICIN,BORTEZOMIB,18,8.15241746,8,16,1
DOXORUBICIN_BORTEZOMIB_T47D,DOXORUBICIN,BORTEZOMIB,11,9.316638574,8,16,1
DOXORUBICIN_BORTEZOMIB_UACC62,DOXORUBICIN,BORTEZOMIB,19,-13.95935897,8,16,0
DOXORUBICIN_BORTEZOMIB_VCAP,DOXORUBICIN,BORTEZOMIB,7,-4.834704013,8,16,0
DOXORUBICIN_BORTEZOMIB_ZR751,DOXORUBICIN,BORTEZOMIB,6,-18.24064921,8,16,0
DOXORUBICIN_DASATINIB_A2058,DOXORUBICIN,DASATINIB,9,2.442853885,8,4,1
DOXORUBICIN_DASATINIB_A2780,DOXORUBICIN,DASATINIB,27,31.39869974,8,4,1
DOXORUBICIN_DASATINIB_A375,DOXORUBICIN,DASATINIB,20,0.867937328,8,4,1
DOXORUBICIN_DASATINIB_CAOV3,DOXORUBICIN,DASATINIB,14,13.72943055,8,4,1
DOXORUBICIN_DASATINIB_DLD1,DOXORUBICIN,DASATINIB,23,11.17531248,8,4,1
DOXORUBICIN_DASATINIB_ES2,DOXORUBICIN,DASATINIB,3,7.003981225,8,4,1
DOXORUBICIN_DASATINIB_HCT116,DOXORUBICIN,DASATINIB,28,19.4491848,8,4,1
DOXORUBICIN_DASATINIB_HT144,DOXORUBICIN,DASATINIB,5,-9.383591957,8,4,0
DOXORUBICIN_DASATINIB_HT29,DOXORUBICIN,DASATINIB,0,24.2714133,8,4,1
DOXORUBICIN_DASATINIB_KPL1,DOXORUBICIN,DASATINIB,21,29.52235794,8,4,1
DOXORUBICIN_DASATINIB_LOVO,DOXORUBICIN,DASATINIB,13,40.48800624,8,4,1
DOXORUBICIN_DASATINIB_MDAMB436,DOXORUBICIN,DASATINIB,16,4.296104967,8,4,1
DOXORUBICIN_DASATINIB_NCIH1650,DOXORUBICIN,DASATINIB,15,41.57685475,8,4,1
DOXORUBICIN_DASATINIB_NCIH2122,DOXORUBICIN,DASATINIB,24,-45.52738575,8,4,0
DOXORUBICIN_DASATINIB_NCIH23,DOXORUBICIN,DASATINIB,12,3.810626248,8,4,1
DOXORUBICIN_DASATINIB_NCIH460,DOXORUBICIN,DASATINIB,17,32.16283448,8,4,1
DOXORUBICIN_DASATINIB_NCIH520,DOXORUBICIN,DASATINIB,4,37.63085438,8,4,1
DOXORUBICIN_DASATINIB_OV90,DOXORUBICIN,DASATINIB,8,11.05204656,8,4,1
DOXORUBICIN_DASATINIB_RKO,DOXORUBICIN,DASATINIB,2,27.20003072,8,4,1
DOXORUBICIN_DASATINIB_RPMI7951,DOXORUBICIN,DASATINIB,1,5.293499461,8,4,1
DOXORUBICIN_DASATINIB_SKMEL30,DOXORUBICIN,DASATINIB,25,2.63913352,8,4,1
DOXORUBICIN_DASATINIB_SKMES1,DOXORUBICIN,DASATINIB,22,11.6918643,8,4,1
DOXORUBICIN_DASATINIB_SKOV3,DOXORUBICIN,DASATINIB,26,9.895632405,8,4,1
DOXORUBICIN_DASATINIB_SW620,DOXORUBICIN,DASATINIB,10,36.68571176,8,4,1
DOXORUBICIN_DASATINIB_SW837,DOXORUBICIN,DASATINIB,18,42.52311403,8,4,1
DOXORUBICIN_DASATINIB_T47D,DOXORUBICIN,DASATINIB,11,47.20344049,8,4,1
DOXORUBICIN_DASATINIB_UACC62,DOXORUBICIN,DASATINIB,19,13.10650658,8,4,1
DOXORUBICIN_DASATINIB_VCAP,DOXORUBICIN,DASATINIB,7,22.68755667,8,4,1
DOXORUBICIN_DASATINIB_ZR751,DOXORUBICIN,DASATINIB,6,14.93048546,8,4,1
DOXORUBICIN_ERLOTINIB_A2058,DOXORUBICIN,ERLOTINIB,9,3.078529683,8,14,1
DOXORUBICIN_ERLOTINIB_A2780,DOXORUBICIN,ERLOTINIB,27,9.169322298,8,14,1
DOXORUBICIN_ERLOTINIB_A375,DOXORUBICIN,ERLOTINIB,20,-5.409191442,8,14,0
DOXORUBICIN_ERLOTINIB_CAOV3,DOXORUBICIN,ERLOTINIB,14,7.892790477,8,14,1
DOXORUBICIN_ERLOTINIB_DLD1,DOXORUBICIN,ERLOTINIB,23,-12.60457968,8,14,0
DOXORUBICIN_ERLOTINIB_ES2,DOXORUBICIN,ERLOTINIB,3,-4.488325887,8,14,0
DOXORUBICIN_ERLOTINIB_HCT116,DOXORUBICIN,ERLOTINIB,28,15.81371167,8,14,1
DOXORUBICIN_ERLOTINIB_HT144,DOXORUBICIN,ERLOTINIB,5,9.040954004,8,14,1
DOXORUBICIN_ERLOTINIB_HT29,DOXORUBICIN,ERLOTINIB,0,6.139727738,8,14,1
DOXORUBICIN_ERLOTINIB_KPL1,DOXORUBICIN,ERLOTINIB,21,4.381138486,8,14,1
DOXORUBICIN_ERLOTINIB_LOVO,DOXORUBICIN,ERLOTINIB,13,21.36506775,8,14,1
DOXORUBICIN_ERLOTINIB_MDAMB436,DOXORUBICIN,ERLOTINIB,16,-1.302458064,8,14,0
DOXORUBICIN_ERLOTINIB_NCIH1650,DOXORUBICIN,ERLOTINIB,15,11.0151241,8,14,1
DOXORUBICIN_ERLOTINIB_NCIH2122,DOXORUBICIN,ERLOTINIB,24,21.06180058,8,14,1
DOXORUBICIN_ERLOTINIB_NCIH23,DOXORUBICIN,ERLOTINIB,12,4.906909855,8,14,1
DOXORUBICIN_ERLOTINIB_NCIH460,DOXORUBICIN,ERLOTINIB,17,9.764267312,8,14,1
DOXORUBICIN_ERLOTINIB_NCIH520,DOXORUBICIN,ERLOTINIB,4,-3.824386717,8,14,0
DOXORUBICIN_ERLOTINIB_OV90,DOXORUBICIN,ERLOTINIB,8,-17.80334417,8,14,0
DOXORUBICIN_ERLOTINIB_RKO,DOXORUBICIN,ERLOTINIB,2,11.13582703,8,14,1
DOXORUBICIN_ERLOTINIB_RPMI7951,DOXORUBICIN,ERLOTINIB,1,-7.203985112,8,14,0
DOXORUBICIN_ERLOTINIB_SKMEL30,DOXORUBICIN,ERLOTINIB,25,-0.245092368,8,14,0
DOXORUBICIN_ERLOTINIB_SKMES1,DOXORUBICIN,ERLOTINIB,22,-7.58939023,8,14,0
DOXORUBICIN_ERLOTINIB_SKOV3,DOXORUBICIN,ERLOTINIB,26,-21.42793885,8,14,0
DOXORUBICIN_ERLOTINIB_SW620,DOXORUBICIN,ERLOTINIB,10,4.873495219,8,14,1
DOXORUBICIN_ERLOTINIB_SW837,DOXORUBICIN,ERLOTINIB,18,31.14249805,8,14,1
DOXORUBICIN_ERLOTINIB_T47D,DOXORUBICIN,ERLOTINIB,11,23.91141393,8,14,1
DOXORUBICIN_ERLOTINIB_UACC62,DOXORUBICIN,ERLOTINIB,19,16.17977615,8,14,1
DOXORUBICIN_ERLOTINIB_VCAP,DOXORUBICIN,ERLOTINIB,7,12.41447534,8,14,1
DOXORUBICIN_ERLOTINIB_ZR751,DOXORUBICIN,ERLOTINIB,6,22.75731903,8,14,1
DOXORUBICIN_GELDANAMYCIN_A2058,DOXORUBICIN,GELDANAMYCIN,9,8.7563453,8,2,1
DOXORUBICIN_GELDANAMYCIN_A2780,DOXORUBICIN,GELDANAMYCIN,27,2.697657434,8,2,1
DOXORUBICIN_GELDANAMYCIN_A375,DOXORUBICIN,GELDANAMYCIN,20,-6.025828119,8,2,0
DOXORUBICIN_GELDANAMYCIN_CAOV3,DOXORUBICIN,GELDANAMYCIN,14,-12.66027519,8,2,0
DOXORUBICIN_GELDANAMYCIN_DLD1,DOXORUBICIN,GELDANAMYCIN,23,-7.33289702,8,2,0
DOXORUBICIN_GELDANAMYCIN_ES2,DOXORUBICIN,GELDANAMYCIN,3,3.573388817,8,2,1
DOXORUBICIN_GELDANAMYCIN_HCT116,DOXORUBICIN,GELDANAMYCIN,28,-3.996297244,8,2,0
DOXORUBICIN_GELDANAMYCIN_HT144,DOXORUBICIN,GELDANAMYCIN,5,-2.499539768,8,2,0
DOXORUBICIN_GELDANAMYCIN_HT29,DOXORUBICIN,GELDANAMYCIN,0,-0.73809681,8,2,0
DOXORUBICIN_GELDANAMYCIN_KPL1,DOXORUBICIN,GELDANAMYCIN,21,-13.10003761,8,2,0
DOXORUBICIN_GELDANAMYCIN_LOVO,DOXORUBICIN,GELDANAMYCIN,13,-8.242673892,8,2,0
DOXORUBICIN_GELDANAMYCIN_MDAMB436,DOXORUBICIN,GELDANAMYCIN,16,-7.530098422,8,2,0
DOXORUBICIN_GELDANAMYCIN_NCIH1650,DOXORUBICIN,GELDANAMYCIN,15,-13.40522824,8,2,0
DOXORUBICIN_GELDANAMYCIN_NCIH2122,DOXORUBICIN,GELDANAMYCIN,24,-9.219154297,8,2,0
DOXORUBICIN_GELDANAMYCIN_NCIH23,DOXORUBICIN,GELDANAMYCIN,12,-23.6318948,8,2,0
DOXORUBICIN_GELDANAMYCIN_NCIH460,DOXORUBICIN,GELDANAMYCIN,17,2.856776967,8,2,1
DOXORUBICIN_GELDANAMYCIN_NCIH520,DOXORUBICIN,GELDANAMYCIN,4,-13.93060179,8,2,0
DOXORUBICIN_GELDANAMYCIN_OV90,DOXORUBICIN,GELDANAMYCIN,8,-7.275009999,8,2,0
DOXORUBICIN_GELDANAMYCIN_RKO,DOXORUBICIN,GELDANAMYCIN,2,-7.962994128,8,2,0
DOXORUBICIN_GELDANAMYCIN_RPMI7951,DOXORUBICIN,GELDANAMYCIN,1,-3.053703894,8,2,0
DOXORUBICIN_GELDANAMYCIN_SKMEL30,DOXORUBICIN,GELDANAMYCIN,25,-4.096792214,8,2,0
DOXORUBICIN_GELDANAMYCIN_SKMES1,DOXORUBICIN,GELDANAMYCIN,22,-10.20914689,8,2,0
DOXORUBICIN_GELDANAMYCIN_SKOV3,DOXORUBICIN,GELDANAMYCIN,26,-7.552835087,8,2,0
DOXORUBICIN_GELDANAMYCIN_SW620,DOXORUBICIN,GELDANAMYCIN,10,-3.807000769,8,2,0
DOXORUBICIN_GELDANAMYCIN_SW837,DOXORUBICIN,GELDANAMYCIN,18,6.271989253,8,2,1
DOXORUBICIN_GELDANAMYCIN_T47D,DOXORUBICIN,GELDANAMYCIN,11,6.348842544,8,2,1
DOXORUBICIN_GELDANAMYCIN_UACC62,DOXORUBICIN,GELDANAMYCIN,19,-13.6567175,8,2,0
