"GeneSym","source_desc","protein","cell","Tissue","target_id","weight"
"DDX56",NA,"54606","MPP 89","Mesothelioma",-666,1
"DONSON",NA,"29980","MPP 89","Mesothelioma",-666,1
"DTL",NA,"51514","MPP 89","Mesothelioma",-666,1
"EEF2",NA,"1938","MPP 89","Mesothelioma",-666,1
"EIF4A3",NA,"9775","MPP 89","Mesothelioma",-666,1
"ESPL1",NA,"9700","MPP 89","Mesothelioma",-666,1
"ETF1",NA,"2107","MPP 89","Mesothelioma",-666,1
"FAU",NA,"2197","MPP 89","Mesothelioma",-666,1
"H2BC11",NA,"8970","MPP 89","Mesothelioma",-666,1
"HNRNPK",NA,"3190","MPP 89","Mesothelioma",-666,1
"HSPE1",NA,"3336","MPP 89","Mesothelioma",-666,1
"KIF11",NA,"3832","MPP 89","Mesothelioma",-666,1
"KPNB1",NA,"3837","MPP 89","Mesothelioma",-666,1
"PAFAH1B1",NA,"5048","MPP 89","Mesothelioma",-666,1
"PCNA",NA,"5111","MPP 89","Mesothelioma",-666,1
"PHB2",NA,"11331","MPP 89","Mesothelioma",-666,1
"PHF5A",NA,"84844","MPP 89","Mesothelioma",-666,1
"PLK1",NA,"5347","MPP 89","Mesothelioma",-666,1
"POLR2B",NA,"5431","MPP 89","Mesothelioma",-666,1
"POLR2C",NA,"5432","MPP 89","Mesothelioma",-666,1
"POLR2L",NA,"5441","MPP 89","Mesothelioma",-666,1
"POLR3A",NA,"11128","MPP 89","Mesothelioma",-666,1
"PRELID1",NA,"27166","MPP 89","Mesothelioma",-666,1
"PRPF19",NA,"27339","MPP 89","Mesothelioma",-666,1
"PRPF38A",NA,"84950","MPP 89","Mesothelioma",-666,1
"PRPF38B",NA,"55119","MPP 89","Mesothelioma",-666,1
"PSMA1",NA,"5682","MPP 89","Mesothelioma",-666,1
"PSMA6",NA,"5687","MPP 89","Mesothelioma",-666,1
"PSMB3",NA,"5691","MPP 89","Mesothelioma",-666,1
"PSMB4",NA,"5692","MPP 89","Mesothelioma",-666,1
"PUF60",NA,"22827","MPP 89","Mesothelioma",-666,1
"RAN",NA,"5901","MPP 89","Mesothelioma",-666,1
"RNGTT",NA,"8732","MPP 89","Mesothelioma",-666,1
"RPA1",NA,"6117","MPP 89","Mesothelioma",-666,1
"RPL10A",NA,"4736","MPP 89","Mesothelioma",-666,1
"RPL11",NA,"6135","MPP 89","Mesothelioma",-666,1
"RPL12",NA,"6136","MPP 89","Mesothelioma",-666,1
"RPL13",NA,"6137","MPP 89","Mesothelioma",-666,1
"RPL15",NA,"6138","MPP 89","Mesothelioma",-666,1
"RPL18A",NA,"6142","MPP 89","Mesothelioma",-666,1
"RPL21",NA,"6144","MPP 89","Mesothelioma",-666,1
"RPL23",NA,"9349","MPP 89","Mesothelioma",-666,1
"RPL27",NA,"6155","MPP 89","Mesothelioma",-666,1
"RPL31",NA,"6160","MPP 89","Mesothelioma",-666,1
"RPL4",NA,"6124","MPP 89","Mesothelioma",-666,1
"RPL5",NA,"6125","MPP 89","Mesothelioma",-666,1
"RPL8",NA,"6132","MPP 89","Mesothelioma",-666,1
"RPS11",NA,"6205","MPP 89","Mesothelioma",-666,1
"RPS12",NA,"6206","MPP 89","Mesothelioma",-666,1
"RPS13",NA,"6207","MPP 89","Mesothelioma",-666,1
"RPS15A",NA,"6210","MPP 89","Mesothelioma",-666,1
"RPS19",NA,"6223","MPP 89","Mesothelioma",-666,1
"RPS2",NA,"6187","MPP 89","Mesothelioma",-666,1
"RPS20",NA,"6224","MPP 89","Mesothelioma",-666,1
"RPS27A",NA,"6233","MPP 89","Mesothelioma",-666,1
"RPS29",NA,"6235","MPP 89","Mesothelioma",-666,1
"RPS3",NA,"6188","MPP 89","Mesothelioma",-666,1
"RPS6",NA,"6194","MPP 89","Mesothelioma",-666,1
"RPS8",NA,"6202","MPP 89","Mesothelioma",-666,1
"RPS9",NA,"6203","MPP 89","Mesothelioma",-666,1
"RPSA",NA,"3921","MPP 89","Mesothelioma",-666,1
"RRM1",NA,"6240","MPP 89","Mesothelioma",-666,1
"RRM2",NA,"6241","MPP 89","Mesothelioma",-666,1
"SARS1",NA,"6301","MPP 89","Mesothelioma",-666,1
"SDE2",NA,"163859","MPP 89","Mesothelioma",-666,1
"SF1",NA,"7536","MPP 89","Mesothelioma",-666,1
"SF3A1",NA,"10291","MPP 89","Mesothelioma",-666,1
"SF3B5",NA,"83443","MPP 89","Mesothelioma",-666,1
"SMU1",NA,"55234","MPP 89","Mesothelioma",-666,1
"SNRNP200",NA,"23020","MPP 89","Mesothelioma",-666,1
"SNRPA1",NA,"6627","MPP 89","Mesothelioma",-666,1
"SNRPB",NA,"6628","MPP 89","Mesothelioma",-666,1
"SNRPD1",NA,"6632","MPP 89","Mesothelioma",-666,1
"SNRPD2",NA,"6633","MPP 89","Mesothelioma",-666,1
"SNRPF",NA,"6636","MPP 89","Mesothelioma",-666,1
"SNU13",NA,"4809","MPP 89","Mesothelioma",-666,1
"SRSF2",NA,"6427","MPP 89","Mesothelioma",-666,1
"SRSF7",NA,"6432","MPP 89","Mesothelioma",-666,1
"TUT1",NA,"64852","MPP 89","Mesothelioma",-666,1
"TXNL4A",NA,"10907","MPP 89","Mesothelioma",-666,1
"UBA1",NA,"7317","MPP 89","Mesothelioma",-666,1
"UBL5",NA,"59286","MPP 89","Mesothelioma",-666,1
"WDR43",NA,"23160","MPP 89","Mesothelioma",-666,1
"WEE1",NA,"7465","MPP 89","Mesothelioma",-666,1
"PRPF8",NA,"10594","MPP 89","Mesothelioma",-666,1
"RPL36",NA,"25873","MPP 89","Mesothelioma",-666,1
"SAP30BP",NA,"29115","MPP 89","Mesothelioma",-666,1
"FCF1",NA,"51077","MPP 89","Mesothelioma",-666,1
"YJU2",NA,"55702","MPP 89","Mesothelioma",-666,1
"GINS1",NA,"9837","MPP 89","Mesothelioma",-666,1
"EIF2S1",NA,"1965","MPP 89","Mesothelioma",-666,1
"EIF3B",NA,"8662","MPP 89","Mesothelioma",-666,1
"ECD",NA,"11319","MPP 89","Mesothelioma",-666,1
"NDC80",NA,"10403","MPP 89","Mesothelioma",-666,1
"NEDD1",NA,"121441","MPP 89","Mesothelioma",-666,1
"RPS4X",NA,"6191","MPP 89","Mesothelioma",-666,1
"LRR1",NA,"122769","MPP 89","Mesothelioma",-666,1
"NCBP2",NA,"22916","MPP 89","Mesothelioma",-666,1
"RPS7",NA,"6201","MPP 89","Mesothelioma",-666,1
"VCP",NA,"7415","MPP 89","Mesothelioma",-666,1
"PSMA5",NA,"5686","MPP 89","Mesothelioma",-666,1
"BUB3",NA,"9184","MPP 89","Mesothelioma",-666,1
"MTBP",NA,"27085","MPP 89","Mesothelioma",-666,1
"TARS1",NA,"6897","MPP 89","Mesothelioma",-666,1
"GPN3",NA,"51184","MPP 89","Mesothelioma",-666,1
"INTS11",NA,"54973","MPP 89","Mesothelioma",-666,1
"PSMA3",NA,"5684","MPP 89","Mesothelioma",-666,1
"CDC23",NA,"8697","MPP 89","Mesothelioma",-666,1
"PHB",NA,"5245","MPP 89","Mesothelioma",-666,1
"SEC61A1",NA,"29927","MPP 89","Mesothelioma",-666,1
"CCT4",NA,"10575","MPP 89","Mesothelioma",-666,1
"THOC2",NA,"57187","MPP 89","Mesothelioma",-666,1
"XAB2",NA,"56949","MPP 89","Mesothelioma",-666,1
"POLR2F",NA,"5435","MPP 89","Mesothelioma",-666,1
"RPS15",NA,"6209","MPP 89","Mesothelioma",-666,1
"ANAPC11",NA,"51529","IST-MES2","Mesothelioma",-666,1
"ANAPC2",NA,"29882","IST-MES2","Mesothelioma",-666,1
"ANKLE2",NA,"23141","IST-MES2","Mesothelioma",-666,1
"BANF1",NA,"8815","IST-MES2","Mesothelioma",-666,1
"BIRC5",NA,"332","IST-MES2","Mesothelioma",-666,1
"BRF2",NA,"55290","IST-MES2","Mesothelioma",-666,1
"BUB3",NA,"9184","IST-MES2","Mesothelioma",-666,1
"BUD31",NA,"8896","IST-MES2","Mesothelioma",-666,1
"CDC123",NA,"8872","IST-MES2","Mesothelioma",-666,1
"CDC23",NA,"8697","IST-MES2","Mesothelioma",-666,1
"CDC27",NA,"996","IST-MES2","Mesothelioma",-666,1
"CDC45",NA,"8318","IST-MES2","Mesothelioma",-666,1
"CDC5L",NA,"988","IST-MES2","Mesothelioma",-666,1
"CDK1",NA,"983","IST-MES2","Mesothelioma",-666,1
"CLP1",NA,"10978","IST-MES2","Mesothelioma",-666,1
"COPA",NA,"1314","IST-MES2","Mesothelioma",-666,1
"DAD1",NA,"1603","IST-MES2","Mesothelioma",-666,1
"DARS1",NA,"1615","IST-MES2","Mesothelioma",-666,1
"DHX15",NA,"1665","IST-MES2","Mesothelioma",-666,1
"DONSON",NA,"29980","IST-MES2","Mesothelioma",-666,1
"DTL",NA,"51514","IST-MES2","Mesothelioma",-666,1
"DUT",NA,"1854","IST-MES2","Mesothelioma",-666,1
"EIF2S1",NA,"1965","IST-MES2","Mesothelioma",-666,1
"ERH",NA,"2079","IST-MES2","Mesothelioma",-666,1
"ETF1",NA,"2107","IST-MES2","Mesothelioma",-666,1
"FAU",NA,"2197","IST-MES2","Mesothelioma",-666,1
"FCF1",NA,"51077","IST-MES2","Mesothelioma",-666,1
"GPN3",NA,"51184","IST-MES2","Mesothelioma",-666,1
"GTF2B",NA,"2959","IST-MES2","Mesothelioma",-666,1
"H2BC11",NA,"8970","IST-MES2","Mesothelioma",-666,1
"HCFC1",NA,"3054","IST-MES2","Mesothelioma",-666,1
"HNRNPK",NA,"3190","IST-MES2","Mesothelioma",-666,1
"HSPA5",NA,"3309","IST-MES2","Mesothelioma",-666,1
"HSPA9",NA,"3313","IST-MES2","Mesothelioma",-666,1
"HSPE1",NA,"3336","IST-MES2","Mesothelioma",-666,1
"INTS9",NA,"55756","IST-MES2","Mesothelioma",-666,1
"KARS1",NA,"3735","IST-MES2","Mesothelioma",-666,1
"KIF11",NA,"3832","IST-MES2","Mesothelioma",-666,1
"LRR1",NA,"122769","IST-MES2","Mesothelioma",-666,1
"LSM2",NA,"57819","IST-MES2","Mesothelioma",-666,1
"LSM4",NA,"25804","IST-MES2","Mesothelioma",-666,1
"LSM7",NA,"51690","IST-MES2","Mesothelioma",-666,1
"NEDD1",NA,"121441","IST-MES2","Mesothelioma",-666,1
"NFS1",NA,"9054","IST-MES2","Mesothelioma",-666,1
"NSF",NA,"4905","IST-MES2","Mesothelioma",-666,1
"NUS1",NA,"116150","IST-MES2","Mesothelioma",-666,1
"NUTF2",NA,"10204","IST-MES2","Mesothelioma",-666,1
"PABPN1",NA,"8106","IST-MES2","Mesothelioma",-666,1
"PCNA",NA,"5111","IST-MES2","Mesothelioma",-666,1
"PHB",NA,"5245","IST-MES2","Mesothelioma",-666,1
"PHB2",NA,"11331","IST-MES2","Mesothelioma",-666,1
"PHF5A",NA,"84844","IST-MES2","Mesothelioma",-666,1
"PLK1",NA,"5347","IST-MES2","Mesothelioma",-666,1
"POLR2B",NA,"5431","IST-MES2","Mesothelioma",-666,1
"POLR2C",NA,"5432","IST-MES2","Mesothelioma",-666,1
"POLR2L",NA,"5441","IST-MES2","Mesothelioma",-666,1
"POLR3B",NA,"55703","IST-MES2","Mesothelioma",-666,1
"PRIM1",NA,"5557","IST-MES2","Mesothelioma",-666,1
"PRPF19",NA,"27339","IST-MES2","Mesothelioma",-666,1
"PRPF38A",NA,"84950","IST-MES2","Mesothelioma",-666,1
"PRPF38B",NA,"55119","IST-MES2","Mesothelioma",-666,1
"PSMA1",NA,"5682","IST-MES2","Mesothelioma",-666,1
"PSMA2",NA,"5683","IST-MES2","Mesothelioma",-666,1
"PSMA7",NA,"5688","IST-MES2","Mesothelioma",-666,1
"PSMB2",NA,"5690","IST-MES2","Mesothelioma",-666,1
"PSMB3",NA,"5691","IST-MES2","Mesothelioma",-666,1
"PSMB4",NA,"5692","IST-MES2","Mesothelioma",-666,1
"PSMC6",NA,"5706","IST-MES2","Mesothelioma",-666,1
"PUF60",NA,"22827","IST-MES2","Mesothelioma",-666,1
"RAD21",NA,"5885","IST-MES2","Mesothelioma",-666,1
"RAN",NA,"5901","IST-MES2","Mesothelioma",-666,1
"RBM22",NA,"55696","IST-MES2","Mesothelioma",-666,1
"RNGTT",NA,"8732","IST-MES2","Mesothelioma",-666,1
"RPA1",NA,"6117","IST-MES2","Mesothelioma",-666,1
"RPA3",NA,"6119","IST-MES2","Mesothelioma",-666,1
"RPAP1",NA,"26015","IST-MES2","Mesothelioma",-666,1
"RPL10A",NA,"4736","IST-MES2","Mesothelioma",-666,1
"RPL11",NA,"6135","IST-MES2","Mesothelioma",-666,1
"RPL12",NA,"6136","IST-MES2","Mesothelioma",-666,1
"RPL13",NA,"6137","IST-MES2","Mesothelioma",-666,1
"RPL15",NA,"6138","IST-MES2","Mesothelioma",-666,1
"RPL18",NA,"6141","IST-MES2","Mesothelioma",-666,1
"RPL19",NA,"6143","IST-MES2","Mesothelioma",-666,1
"RPL21",NA,"6144","IST-MES2","Mesothelioma",-666,1
"RPL27",NA,"6155","IST-MES2","Mesothelioma",-666,1
"RPL31",NA,"6160","IST-MES2","Mesothelioma",-666,1
"RPL32",NA,"6161","IST-MES2","Mesothelioma",-666,1
"RPL4",NA,"6124","IST-MES2","Mesothelioma",-666,1
"RPL5",NA,"6125","IST-MES2","Mesothelioma",-666,1
"RPL6",NA,"6128","IST-MES2","Mesothelioma",-666,1
"RPL8",NA,"6132","IST-MES2","Mesothelioma",-666,1
"RPS11",NA,"6205","IST-MES2","Mesothelioma",-666,1
"RPS12",NA,"6206","IST-MES2","Mesothelioma",-666,1
"RPS13",NA,"6207","IST-MES2","Mesothelioma",-666,1
"RPS15",NA,"6209","IST-MES2","Mesothelioma",-666,1
"RPS15A",NA,"6210","IST-MES2","Mesothelioma",-666,1
"RPS18",NA,"6222","IST-MES2","Mesothelioma",-666,1
"RPS19",NA,"6223","IST-MES2","Mesothelioma",-666,1
"RPS2",NA,"6187","IST-MES2","Mesothelioma",-666,1
"RPS20",NA,"6224","IST-MES2","Mesothelioma",-666,1
"RPS27A",NA,"6233","IST-MES2","Mesothelioma",-666,1
"RPS29",NA,"6235","IST-MES2","Mesothelioma",-666,1
"RPS3",NA,"6188","IST-MES2","Mesothelioma",-666,1
"RPS5",NA,"6193","IST-MES2","Mesothelioma",-666,1
"RPS6",NA,"6194","IST-MES2","Mesothelioma",-666,1
"RPS7",NA,"6201","IST-MES2","Mesothelioma",-666,1
"RPS8",NA,"6202","IST-MES2","Mesothelioma",-666,1
"RPS9",NA,"6203","IST-MES2","Mesothelioma",-666,1
"RRM1",NA,"6240","IST-MES2","Mesothelioma",-666,1
"RRM2",NA,"6241","IST-MES2","Mesothelioma",-666,1
"RRN3",NA,"54700","IST-MES2","Mesothelioma",-666,1
"RUVBL1",NA,"8607","IST-MES2","Mesothelioma",-666,1
"SAP30BP",NA,"29115","IST-MES2","Mesothelioma",-666,1
"SEC61A1",NA,"29927","IST-MES2","Mesothelioma",-666,1
"SF1",NA,"7536","IST-MES2","Mesothelioma",-666,1
"SF3A1",NA,"10291","IST-MES2","Mesothelioma",-666,1
"SF3B3",NA,"23450","IST-MES2","Mesothelioma",-666,1
"SF3B5",NA,"83443","IST-MES2","Mesothelioma",-666,1
"SFPQ",NA,"6421","IST-MES2","Mesothelioma",-666,1
"SNRNP200",NA,"23020","IST-MES2","Mesothelioma",-666,1
"SNRPA1",NA,"6627","IST-MES2","Mesothelioma",-666,1
"SNRPB",NA,"6628","IST-MES2","Mesothelioma",-666,1
"SNRPD1",NA,"6632","IST-MES2","Mesothelioma",-666,1
"SNRPD2",NA,"6633","IST-MES2","Mesothelioma",-666,1
"SNRPF",NA,"6636","IST-MES2","Mesothelioma",-666,1
"SNU13",NA,"4809","IST-MES2","Mesothelioma",-666,1
"SPC24",NA,"147841","IST-MES2","Mesothelioma",-666,1
"SRSF3",NA,"6428","IST-MES2","Mesothelioma",-666,1
"AARS1",NA,"16","MSTO-211H","Mesothelioma",-666,1
"ACTR2",NA,"10097","MSTO-211H","Mesothelioma",-666,1
"AKIRIN2",NA,"55122","MSTO-211H","Mesothelioma",-666,1
"ANAPC11",NA,"51529","MSTO-211H","Mesothelioma",-666,1
"ANAPC2",NA,"29882","MSTO-211H","Mesothelioma",-666,1
"ANAPC4",NA,"29945","MSTO-211H","Mesothelioma",-666,1
"ANKLE2",NA,"23141","MSTO-211H","Mesothelioma",-666,1
"AQR",NA,"9716","MSTO-211H","Mesothelioma",-666,1
"ATP2A2",NA,"488","MSTO-211H","Mesothelioma",-666,1
"ATP6V0C",NA,"527","MSTO-211H","Mesothelioma",-666,1
"ATP6V1A",NA,"523","MSTO-211H","Mesothelioma",-666,1
"ATP6V1B2",NA,"526","MSTO-211H","Mesothelioma",-666,1
"BUB3",NA,"9184","MSTO-211H","Mesothelioma",-666,1
"C1orf109",NA,"54955","MSTO-211H","Mesothelioma",-666,1
"CDC16",NA,"8881","MSTO-211H","Mesothelioma",-666,1
"CDC20",NA,"991","MSTO-211H","Mesothelioma",-666,1
"CDC27",NA,"996","MSTO-211H","Mesothelioma",-666,1
"CDCA8",NA,"55143","MSTO-211H","Mesothelioma",-666,1
"CDK7",NA,"1022","MSTO-211H","Mesothelioma",-666,1
"CENPW",NA,"387103","MSTO-211H","Mesothelioma",-666,1
"CFAP298",NA,"56683","MSTO-211H","Mesothelioma",-666,1
"CHAF1B",NA,"8208","MSTO-211H","Mesothelioma",-666,1
"CHMP2A",NA,"27243","MSTO-211H","Mesothelioma",-666,1
"COPA",NA,"1314","MSTO-211H","Mesothelioma",-666,1
"COPE",NA,"11316","MSTO-211H","Mesothelioma",-666,1
"CPSF1",NA,"29894","MSTO-211H","Mesothelioma",-666,1
"CPSF2",NA,"53981","MSTO-211H","Mesothelioma",-666,1
"CPSF3",NA,"51692","MSTO-211H","Mesothelioma",-666,1
"DAD1",NA,"1603","MSTO-211H","Mesothelioma",-666,1
"DBR1",NA,"51163","MSTO-211H","Mesothelioma",-666,1
"DCTN5",NA,"84516","MSTO-211H","Mesothelioma",-666,1
"DDB1",NA,"1642","MSTO-211H","Mesothelioma",-666,1
"DDX41",NA,"51428","MSTO-211H","Mesothelioma",-666,1
"DDX56",NA,"54606","MSTO-211H","Mesothelioma",-666,1
"DONSON",NA,"29980","MSTO-211H","Mesothelioma",-666,1
"DTYMK",NA,"1841","MSTO-211H","Mesothelioma",-666,1
"ECD",NA,"11319","MSTO-211H","Mesothelioma",-666,1
"EEF1G",NA,"1937","MSTO-211H","Mesothelioma",-666,1
"EEF2",NA,"1938","MSTO-211H","Mesothelioma",-666,1
"EFTUD2",NA,"9343","MSTO-211H","Mesothelioma",-666,1
"EIF2B4",NA,"8890","MSTO-211H","Mesothelioma",-666,1
"EIF2S1",NA,"1965","MSTO-211H","Mesothelioma",-666,1
"EIF2S2",NA,"8894","MSTO-211H","Mesothelioma",-666,1
"EIF3F",NA,"8665","MSTO-211H","Mesothelioma",-666,1
"EIF4E",NA,"1977","MSTO-211H","Mesothelioma",-666,1
"EIF6",NA,"3692","MSTO-211H","Mesothelioma",-666,1
"ERH",NA,"2079","MSTO-211H","Mesothelioma",-666,1
"ETF1",NA,"2107","MSTO-211H","Mesothelioma",-666,1
"EXOSC4",NA,"54512","MSTO-211H","Mesothelioma",-666,1
"FARSB",NA,"10056","MSTO-211H","Mesothelioma",-666,1
"FAU",NA,"2197","MSTO-211H","Mesothelioma",-666,1
"GMPPB",NA,"29925","MSTO-211H","Mesothelioma",-666,1
"GPN1",NA,"11321","MSTO-211H","Mesothelioma",-666,1
"GPN2",NA,"54707","MSTO-211H","Mesothelioma",-666,1
"GPN3",NA,"51184","MSTO-211H","Mesothelioma",-666,1
"GTF2A2",NA,"2958","MSTO-211H","Mesothelioma",-666,1
"GTPBP4",NA,"23560","MSTO-211H","Mesothelioma",-666,1
"H2BC11",NA,"8970","MSTO-211H","Mesothelioma",-666,1
"H2BC15",NA,"8341","MSTO-211H","Mesothelioma",-666,1
"H3C13",NA,"653604","MSTO-211H","Mesothelioma",-666,1
"HNRNPC",NA,"3183","MSTO-211H","Mesothelioma",-666,1
"HNRNPK",NA,"3190","MSTO-211H","Mesothelioma",-666,1
"HSPD1",NA,"3329","MSTO-211H","Mesothelioma",-666,1
"HSPE1",NA,"3336","MSTO-211H","Mesothelioma",-666,1
"IARS1",NA,"3376","MSTO-211H","Mesothelioma",-666,1
"INCENP",NA,"3619","MSTO-211H","Mesothelioma",-666,1
"INTS4",NA,"92105","MSTO-211H","Mesothelioma",-666,1
"IPO7",NA,"10527","MSTO-211H","Mesothelioma",-666,1
"ISCU",NA,"23479","MSTO-211H","Mesothelioma",-666,1
"KIF23",NA,"9493","MSTO-211H","Mesothelioma",-666,1
"LSM2",NA,"57819","MSTO-211H","Mesothelioma",-666,1
"LSM6",NA,"11157","MSTO-211H","Mesothelioma",-666,1
"LSM7",NA,"51690","MSTO-211H","Mesothelioma",-666,1
"MAD2L1",NA,"4085","MSTO-211H","Mesothelioma",-666,1
"MASTL",NA,"84930","MSTO-211H","Mesothelioma",-666,1
"MCM7",NA,"4176","MSTO-211H","Mesothelioma",-666,1
"MDN1",NA,"23195","MSTO-211H","Mesothelioma",-666,1
"MED11",NA,"400569","MSTO-211H","Mesothelioma",-666,1
"MPHOSPH10",NA,"10199","MSTO-211H","Mesothelioma",-666,1
"NACA",NA,"4666","MSTO-211H","Mesothelioma",-666,1
"NAPA",NA,"8775","MSTO-211H","Mesothelioma",-666,1
"NCAPG",NA,"64151","MSTO-211H","Mesothelioma",-666,1
"NEDD1",NA,"121441","MSTO-211H","Mesothelioma",-666,1
"NFS1",NA,"9054","MSTO-211H","Mesothelioma",-666,1
"NIFK",NA,"84365","MSTO-211H","Mesothelioma",-666,1
"NOL10",NA,"79954","MSTO-211H","Mesothelioma",-666,1
"NOP16",NA,"51491","MSTO-211H","Mesothelioma",-666,1
"NRF1",NA,"4899","MSTO-211H","Mesothelioma",-666,1
"NSF",NA,"4905","MSTO-211H","Mesothelioma",-666,1
"NUTF2",NA,"10204","MSTO-211H","Mesothelioma",-666,1
"NXF1",NA,"10482","MSTO-211H","Mesothelioma",-666,1
"PCNA",NA,"5111","MSTO-211H","Mesothelioma",-666,1
"PHB",NA,"5245","MSTO-211H","Mesothelioma",-666,1
"PHF5A",NA,"84844","MSTO-211H","Mesothelioma",-666,1
"POLE2",NA,"5427","MSTO-211H","Mesothelioma",-666,1
"POLR1C",NA,"9533","MSTO-211H","Mesothelioma",-666,1
"POLR2B",NA,"5431","MSTO-211H","Mesothelioma",-666,1
"POLR3A",NA,"11128","MSTO-211H","Mesothelioma",-666,1
"POLR3K",NA,"51728","MSTO-211H","Mesothelioma",-666,1
"POP5",NA,"51367","MSTO-211H","Mesothelioma",-666,1
"PRELID1",NA,"27166","MSTO-211H","Mesothelioma",-666,1
"PRIM1",NA,"5557","MSTO-211H","Mesothelioma",-666,1
"PRMT5",NA,"10419","MSTO-211H","Mesothelioma",-666,1
"PRPF38A",NA,"84950","MSTO-211H","Mesothelioma",-666,1
"PRPF38B",NA,"55119","MSTO-211H","Mesothelioma",-666,1
"PRPF8",NA,"10594","MSTO-211H","Mesothelioma",-666,1
"PSMA3",NA,"5684","MSTO-211H","Mesothelioma",-666,1
"PSMA5",NA,"5686","MSTO-211H","Mesothelioma",-666,1
"PSMA7",NA,"5688","MSTO-211H","Mesothelioma",-666,1
"PSMB1",NA,"5689","MSTO-211H","Mesothelioma",-666,1
"PSMB3",NA,"5691","MSTO-211H","Mesothelioma",-666,1
"PSMB4",NA,"5692","MSTO-211H","Mesothelioma",-666,1
"PSMB6",NA,"5694","MSTO-211H","Mesothelioma",-666,1
"PSMC6",NA,"5706","MSTO-211H","Mesothelioma",-666,1
"PSMD14",NA,"10213","MSTO-211H","Mesothelioma",-666,1
"PSMD6",NA,"9861","MSTO-211H","Mesothelioma",-666,1
"PSMG4",NA,"389362","MSTO-211H","Mesothelioma",-666,1
"PUF60",NA,"22827","MSTO-211H","Mesothelioma",-666,1
"PWP2",NA,"5822","MSTO-211H","Mesothelioma",-666,1
"QARS1",NA,"5859","MSTO-211H","Mesothelioma",-666,1
"RBM25",NA,"58517","MSTO-211H","Mesothelioma",-666,1
"RBM8A",NA,"9939","MSTO-211H","Mesothelioma",-666,1
"RNGTT",NA,"8732","MSTO-211H","Mesothelioma",-666,1
"RPA1",NA,"6117","MSTO-211H","Mesothelioma",-666,1
"RPA3",NA,"6119","MSTO-211H","Mesothelioma",-666,1
"RPL11",NA,"6135","MSTO-211H","Mesothelioma",-666,1
"RPL12",NA,"6136","MSTO-211H","Mesothelioma",-666,1
"RPL13",NA,"6137","MSTO-211H","Mesothelioma",-666,1
"AARS1",NA,"16","JL-1","Mesothelioma",-666,1
"ABCE1",NA,"6059","JL-1","Mesothelioma",-666,1
"ANAPC1",NA,"64682","JL-1","Mesothelioma",-666,1
"ANAPC11",NA,"51529","JL-1","Mesothelioma",-666,1
"ANKLE2",NA,"23141","JL-1","Mesothelioma",-666,1
"AQR",NA,"9716","JL-1","Mesothelioma",-666,1
"ATP2A2",NA,"488","JL-1","Mesothelioma",-666,1
"ATP6V0C",NA,"527","JL-1","Mesothelioma",-666,1
"ATP6V1A",NA,"523","JL-1","Mesothelioma",-666,1
"AURKB",NA,"9212","JL-1","Mesothelioma",-666,1
"BANF1",NA,"8815","JL-1","Mesothelioma",-666,1
"BIRC5",NA,"332","JL-1","Mesothelioma",-666,1
"BRF2",NA,"55290","JL-1","Mesothelioma",-666,1
"BUD31",NA,"8896","JL-1","Mesothelioma",-666,1
"CARS1",NA,"833","JL-1","Mesothelioma",-666,1
"CCT2",NA,"10576","JL-1","Mesothelioma",-666,1
"CCT4",NA,"10575","JL-1","Mesothelioma",-666,1
"CCT5",NA,"22948","JL-1","Mesothelioma",-666,1
"CDC123",NA,"8872","JL-1","Mesothelioma",-666,1
"CDC16",NA,"8881","JL-1","Mesothelioma",-666,1
"CDC20",NA,"991","JL-1","Mesothelioma",-666,1
"CDC23",NA,"8697","JL-1","Mesothelioma",-666,1
"CDC27",NA,"996","JL-1","Mesothelioma",-666,1
"CDC45",NA,"8318","JL-1","Mesothelioma",-666,1
"CDC5L",NA,"988","JL-1","Mesothelioma",-666,1
"CDC7",NA,"8317","JL-1","Mesothelioma",-666,1
"CDC73",NA,"79577","JL-1","Mesothelioma",-666,1
"CKAP5",NA,"9793","JL-1","Mesothelioma",-666,1
"CLP1",NA,"10978","JL-1","Mesothelioma",-666,1
"COPA",NA,"1314","JL-1","Mesothelioma",-666,1
"COPB1",NA,"1315","JL-1","Mesothelioma",-666,1
"CRNKL1",NA,"51340","JL-1","Mesothelioma",-666,1
"CSE1L",NA,"1434","JL-1","Mesothelioma",-666,1
"CTCF",NA,"10664","JL-1","Mesothelioma",-666,1
"CTDP1",NA,"9150","JL-1","Mesothelioma",-666,1
"DAD1",NA,"1603","JL-1","Mesothelioma",-666,1
"DARS1",NA,"1615","JL-1","Mesothelioma",-666,1
"DDB1",NA,"1642","JL-1","Mesothelioma",-666,1
"DDX56",NA,"54606","JL-1","Mesothelioma",-666,1
"DHDDS",NA,"79947","JL-1","Mesothelioma",-666,1
"DHX15",NA,"1665","JL-1","Mesothelioma",-666,1
"DONSON",NA,"29980","JL-1","Mesothelioma",-666,1
"DYNC1I2",NA,"1781","JL-1","Mesothelioma",-666,1
"ECD",NA,"11319","JL-1","Mesothelioma",-666,1
"EEF1A1",NA,"1915","JL-1","Mesothelioma",-666,1
"EEF2",NA,"1938","JL-1","Mesothelioma",-666,1
"EIF2S1",NA,"1965","JL-1","Mesothelioma",-666,1
"EIF4A3",NA,"9775","JL-1","Mesothelioma",-666,1
